customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_Segment,RFM_Score
10286,8,2,442.23,3,4,5,345,12
10291,2,1,144.35,5,1,3,513,9
10293,7,1,2.37,3,1,1,311,5
10294,8,1,8.25,3,1,1,311,5
10298,8,2,309.42,3,4,4,344,11
10299,3,1,170.08,5,1,3,513,9
10301,2,2,88.35,5,4,2,542,11
10302,11,1,91.08,1,1,2,112,4
10305,8,1,11.3,3,1,1,311,5
10308,9,1,230.14,2,1,3,213,6
10309,4,1,195.77,4,1,3,413,8
10310,8,1,198.98,3,1,3,313,7
10318,4,1,444.06,4,1,5,415,10
10328,6,2,552.73,3,4,5,345,12
10329,8,1,24.18,3,1,1,311,5
10330,2,1,98.57,5,1,2,512,8
10334,10,2,281.7,1,4,4,144,9
10336,8,1,63.42,3,1,2,312,6
10337,6,1,332.02,3,1,4,314,8
10338,3,1,133.07,5,1,3,513,9
10343,10,1,284.95,1,1,4,114,6
10345,8,1,408.61,3,1,4,314,8
10346,5,1,349.41,4,1,4,414,9
10351,3,1,378.56,5,1,4,514,10
10352,3,1,458.13,5,1,5,515,11
10355,8,1,52.31,3,1,1,311,5
10359,8,1,351.81,3,1,4,314,8
10360,8,1,52.24,3,1,1,311,5
10361,10,1,285.26,1,1,4,114,6
10364,4,1,105.1,4,1,2,412,7
10365,4,1,167.27,4,1,3,413,8
10367,5,1,303.36,4,1,4,414,9
10370,8,1,201.36,3,1,3,313,7
10371,10,1,51.74,1,1,1,111,3
10373,2,2,311.45,5,4,4,544,13
10375,8,1,170.76,3,1,3,313,7
10376,11,1,394.74,1,1,4,114,6
10382,10,1,97.01,1,1,2,112,4
10384,9,1,22.51,2,1,1,211,4
10385,8,1,23.28,3,1,1,311,5
10386,4,2,404.01,4,4,4,444,12
10387,3,1,162.01,5,1,3,513,9
10389,3,1,8.44,5,1,1,511,7
10395,8,1,328.36,3,1,4,314,8
10396,2,1,49.19,5,1,1,511,7
10399,5,2,395.38,4,4,4,444,12
10400,11,1,141.45,1,1,3,113,5
10401,5,1,121.02,4,1,2,412,7
10403,8,1,458.2,3,1,5,315,9
10404,8,2,55.41,3,4,1,341,8
10406,10,1,88.77,1,1,2,112,4
10407,7,1,0.29,3,1,1,311,5
10408,8,1,249.17,3,1,4,314,8
10411,8,1,0.4,3,1,1,311,5
10412,11,1,500.27,1,1,5,115,7
10414,5,2,220.07,4,4,3,443,11
10415,11,1,133.87,1,1,3,113,5
10417,5,1,473.22,4,1,5,415,10
10420,8,1,586.71,3,1,5,315,9
10421,8,1,60.48,3,1,2,312,6
10422,8,1,15.72,3,1,1,311,5
10425,5,1,68.24,4,1,2,412,7
10426,8,1,6.03,3,1,1,311,5
10429,11,1,3.79,1,1,1,111,3
10434,3,3,208.74,5,5,3,553,13
10436,3,4,778.74,5,5,5,555,15
10437,4,1,84.76,4,1,2,412,7
10440,8,1,394.63,3,1,4,314,8
10441,8,2,1209.89,3,4,5,345,12
10448,8,1,44.31,3,1,1,311,5
10453,6,1,68.67,3,1,2,312,6
10454,4,1,321.89,4,1,4,414,9
10456,6,2,349.89000000000004,3,4,4,344,11
10457,8,2,282.66,3,4,4,344,11
10460,8,2,147.65,3,4,3,343,10
10462,9,1,173.21,2,1,3,213,6
10464,8,1,323.81,3,1,4,314,8
10468,8,1,364.63,3,1,4,314,8
10470,11,1,293.04,1,1,4,114,6
10477,4,1,151.35,4,1,3,413,8
10478,3,1,192.99,5,1,3,513,9
10480,10,1,291.67,1,1,4,114,6
10491,2,3,509.51,5,5,5,555,15
10492,8,1,783.04,3,1,5,315,9
10494,6,1,4.32,3,1,1,311,5
10495,3,1,255.96,5,1,4,514,10
10496,5,2,229.3,4,4,3,443,11
10497,2,1,2.63,5,1,1,511,7
10501,2,1,10.68,5,1,1,511,7
10503,8,1,826.82,3,1,5,315,9
10507,10,1,119.84,1,1,2,112,4
10508,4,1,483.51,4,1,5,415,10
10513,9,1,218.68,2,1,3,213,6
10516,5,1,305.18,4,1,4,414,9
10518,5,1,699.61,4,1,5,415,10
10519,9,1,416.37,2,1,5,215,8
10524,5,1,68.6,4,1,2,412,7
10528,5,1,274.57,4,1,4,414,9
10529,5,2,198.86,4,4,3,443,11
10530,9,1,113.19,2,1,2,212,5
10534,8,1,188.59,3,1,3,313,7
10535,2,1,198.91,5,1,3,513,9
10538,9,1,7.77,2,1,1,211,4
10539,4,1,157.65,4,1,3,413,8
10541,5,2,274.3,4,4,4,444,12
10543,8,2,480.45000000000005,3,4,5,345,12
10545,2,1,92.26,5,1,2,512,8
10546,10,1,332.06,1,1,4,114,6
10550,7,1,144.56,3,1,3,313,7
10552,2,1,37.62,5,1,1,511,7
10555,8,2,129.69,3,4,2,342,9
10556,9,2,229.94,2,4,3,243,9
10561,3,1,6.44,5,1,1,511,7
10562,4,2,496.98,4,4,5,445,13
10566,6,1,94.6,3,1,2,312,6
10568,9,2,79.60000000000001,2,4,2,242,8
10569,2,1,647.35,5,1,5,515,11
10577,10,1,127.54,1,1,2,112,4
10578,8,1,318.27,3,1,4,314,8
10581,5,1,14.04,4,1,1,411,6
10582,9,2,261.85,2,4,4,244,10
10589,8,1,311.39,3,1,4,314,8
10590,6,1,116.32,3,1,2,312,6
10593,5,1,26.32,4,1,1,411,6
10594,8,1,244.42,3,1,4,314,8
10599,2,1,94.92,5,1,2,512,8
10606,8,2,426.89,3,4,5,345,12
10607,3,1,545.9,5,1,5,515,11
10610,2,1,375.84,5,1,4,514,10
10617,6,2,338.98,3,4,4,344,11
10623,8,1,140.6,3,1,3,313,7
10624,11,1,161.01,1,1,3,113,5
10628,3,1,152.74,5,1,3,513,9
10629,4,2,979.21,4,4,5,445,13
10632,8,2,203.58,3,4,3,343,10
10634,4,1,218.17,4,1,3,413,8
10637,11,2,606.08,1,4,5,145,10
10638,4,1,229.37,4,1,3,413,8
10642,3,1,290.55,5,1,4,514,10
10643,8,1,185.04,3,1,3,313,7
10647,3,1,520.11,5,1,5,515,11
10648,8,1,108.78,3,1,2,312,6
10649,4,1,68.79,4,1,2,412,7
10651,8,1,185.02,3,1,3,313,7
10652,4,1,56.18,4,1,1,411,6
10653,8,2,523.33,3,4,5,345,12
10654,8,2,784.94,3,4,5,345,12
10656,8,1,83.46,3,1,2,312,6
10657,11,1,118.96,1,1,2,112,4
10658,5,2,659.12,4,4,5,445,13
10662,6,1,180.97,3,1,3,313,7
10664,9,1,77.77,2,1,2,212,5
10665,8,1,63.04,3,1,2,312,6
10666,11,1,81.46,1,1,2,112,4
10668,3,1,209.14,5,1,3,513,9
10669,6,3,460.28999999999996,3,5,5,355,13
10671,8,1,311.33,3,1,4,314,8
10672,2,1,51.32,5,1,1,511,7
10673,10,1,75.16,1,1,2,112,4
10675,2,1,205.4,5,1,3,513,9
10678,5,3,464.45000000000005,4,5,5,455,14
10683,8,1,841.2,3,1,5,315,9
10684,7,2,611.49,3,4,5,345,12
10685,5,1,233.14,4,1,3,413,8
10686,8,1,231.72,3,1,3,313,7
10687,6,1,38.58,3,1,1,311,5
10689,8,1,298.73,3,1,4,314,8
10690,4,1,524.76,4,1,5,415,10
10695,8,1,55.21,3,1,1,311,5
10696,8,2,357.1,3,4,4,344,11
10698,8,1,22.99,3,1,1,311,5
10704,4,2,298.64,4,4,4,444,12
10705,5,1,37.75,4,1,1,411,6
10708,6,1,71.41,3,1,2,312,6
10709,8,1,384.24,3,1,4,314,8
10710,4,1,834.4,4,1,5,415,10
10719,2,2,274.43,5,4,4,544,13
10720,5,2,145.6,4,4,3,443,11
10721,4,1,23.25,4,1,1,411,6
10722,8,1,251.5,3,1,4,314,8
10723,4,1,11.79,4,1,1,411,6
10727,3,2,799.73,5,4,5,545,14
10728,10,1,172.05,1,1,3,113,5
10729,8,1,107.62,3,1,2,312,6
10730,4,1,34.39,4,1,1,411,6
10736,11,1,124.86,1,1,2,112,4
10742,5,2,388.13,4,4,4,444,12
10744,6,1,159.05,3,1,3,313,7
10748,9,1,21.29,2,1,1,211,4
10749,2,1,47.33,5,1,1,511,7
10752,9,1,881.5,2,1,5,215,8
10753,7,2,217.84,3,4,3,343,10
10756,3,1,211.53,5,1,3,513,9
10763,8,1,121.98,3,1,2,312,6
10764,4,1,99.19,4,1,2,412,7
10765,8,1,171.41,3,1,3,313,7
10769,3,1,399.26,5,1,4,514,10
10770,6,1,29.97,3,1,1,311,5
10772,11,1,8.29,1,1,1,111,3
10773,11,1,108.8,1,1,2,112,4
10776,6,1,153.66,3,1,3,313,7
10780,5,1,31.43,4,1,1,411,6
10783,2,1,233.43,5,1,3,513,9
10786,8,1,329.67,3,1,4,314,8
10787,8,1,277.33,3,1,4,314,8
10788,3,2,140.49,5,4,3,543,12
10790,9,1,88.51,2,1,2,212,5
10793,6,2,511.68,3,4,5,345,12
10794,8,1,971.52,3,1,5,315,9
10796,11,1,1376.67,1,1,5,115,7
10797,10,1,624.17,1,1,5,115,7
10798,8,1,302.24,3,1,4,314,8
10804,5,3,1104.53,4,5,5,455,14
10805,10,1,236.82,1,1,4,114,6
10806,5,1,148.34,4,1,3,413,8
10808,4,1,112.26,4,1,2,412,7
10810,5,3,337.09000000000003,4,5,4,454,13
10813,5,1,211.09,4,1,3,413,8
10829,5,1,16.36,4,1,1,411,6
10831,8,2,1509.0,3,4,5,345,12
10832,8,1,131.5,3,1,3,313,7
10833,8,1,49.19,3,1,1,311,5
10838,8,1,196.09,3,1,3,313,7
10839,8,1,45.16,3,1,1,311,5
10844,4,1,133.86,4,1,3,413,8
10846,9,1,133.94,2,1,3,213,6
10855,11,1,263.07,1,1,4,114,6
10861,8,2,107.38,3,4,2,342,9
10865,4,1,58.04,4,1,2,412,7
10872,8,1,125.19,3,1,2,312,6
10873,2,2,477.84000000000003,5,4,5,545,14
10874,5,2,561.6999999999999,4,4,5,445,13
10876,5,2,1023.77,4,4,5,445,13
10878,3,2,301.68,5,4,4,544,13
10883,8,2,217.14,3,4,3,343,10
10886,8,1,58.53,3,1,2,312,6
10887,6,2,505.44,3,4,5,345,12
10888,9,1,455.01,2,1,5,215,8
10892,6,1,199.1,3,1,3,313,7
10893,9,1,300.65,2,1,4,214,7
10894,3,2,114.46000000000001,5,4,2,542,11
10896,9,1,155.26,2,1,3,213,6
10898,8,1,7.85,3,1,1,311,5
10900,2,1,15.8,5,1,1,511,7
10903,11,1,282.19,1,1,4,114,6
10904,4,1,82.74,4,1,2,412,7
10910,3,2,38.7,5,4,1,541,10
10912,10,1,150.21,1,1,3,113,5
10915,2,1,188.6,5,1,3,513,9
10916,8,1,110.72,3,1,2,312,6
10919,3,1,63.29,5,1,2,512,8
10924,8,1,10.57,3,1,1,311,5
10925,5,1,198.32,4,1,3,413,8
10926,8,1,73.85,3,1,2,312,6
10929,6,1,4.22,3,1,1,311,5
10932,2,1,138.83,5,1,3,513,9
10937,3,2,46.06,5,4,1,541,10
10938,11,1,54.38,1,1,1,111,3
10939,8,1,36.96,3,1,1,311,5
10940,7,1,429.5,3,1,5,315,9
10943,5,2,242.89,4,4,4,444,12
10946,8,2,408.31,3,4,4,344,11
10947,3,1,390.19,5,1,4,514,10
10952,6,1,54.65,3,1,1,311,5
10959,8,1,47.35,3,1,1,311,5
10960,3,1,21.75,5,1,1,511,7
10963,2,1,346.3,5,1,4,514,10
10967,2,1,242.43,5,1,4,514,10
10970,8,1,78.55,3,1,2,312,6
10971,7,2,189.96,3,4,3,343,10
10972,9,1,112.32,2,1,2,212,5
10983,11,1,352.15,1,1,4,114,6
10985,8,1,168.61,3,1,3,313,7
10986,4,1,233.58,4,1,3,413,8
10987,5,1,138.32,4,1,3,413,8
10988,10,1,164.09,1,1,3,113,5
10992,2,1,583.6,5,1,5,515,11
10993,8,1,61.38,3,1,2,312,6
10996,8,2,468.21000000000004,3,4,5,345,12
10997,3,1,41.44,5,1,1,511,7
10998,3,2,177.75,5,4,3,543,12
11002,10,1,572.4,1,1,5,115,7
11005,8,1,38.54,3,1,1,311,5
11009,4,1,14.72,4,1,1,411,6
11011,3,1,143.53,5,1,3,513,9
11015,8,1,147.4,3,1,3,313,7
11016,11,1,62.44,1,1,2,112,4
11018,3,3,176.45,5,5,3,553,13
11021,8,2,417.40999999999997,3,4,5,345,12
11023,4,1,30.47,4,1,1,411,6
11026,8,1,84.49,3,1,2,312,6
11029,8,1,85.59,3,1,2,312,6
11032,11,1,128.09,1,1,2,112,4
11034,6,1,303.13,3,1,4,314,8
11037,8,1,155.95,3,1,3,313,7
11038,3,1,117.05,5,1,2,512,8
11040,3,2,629.88,5,4,5,545,14
11041,4,2,261.82,4,4,4,444,12
11043,9,1,309.55,2,1,4,214,7
11046,9,1,41.19,2,1,1,211,4
11050,3,4,1585.92,5,5,5,555,15
11053,5,1,160.92,4,1,3,413,8
11054,4,2,721.31,4,4,5,445,13
11055,3,2,130.44,5,4,3,543,12
11059,2,2,368.37,5,4,4,544,13
11061,8,1,208.92,3,1,3,313,7
11063,2,1,123.58,5,1,2,512,8
11066,4,2,1013.6400000000001,4,4,5,445,13
11068,6,2,463.83,3,4,5,345,12
11069,2,1,355.98,5,1,4,514,10
11070,11,1,211.76,1,1,3,113,5
11071,3,1,1.5,5,1,1,511,7
11073,8,1,33.81,3,1,1,311,5
11076,5,1,18.08,4,1,1,411,6
11077,6,1,17.85,3,1,1,311,5
11078,9,1,182.43,2,1,3,213,6
11080,4,1,286.69,4,1,4,414,9
11082,2,1,38.91,5,1,1,511,7
11087,9,1,60.88,2,1,2,212,5
11088,11,1,238.18,1,1,4,114,6
11094,9,1,187.65,2,1,3,213,6
11096,10,1,6.0,1,1,1,111,3
11098,2,1,161.19,5,1,3,513,9
11099,8,1,217.34,3,1,3,313,7
11102,11,1,210.87,1,1,3,113,5
11105,8,1,515.06,3,1,5,315,9
11106,5,1,14.38,4,1,1,411,6
11107,8,1,174.55,3,1,3,313,7
11113,10,1,154.9,1,1,3,113,5
11114,2,2,949.14,5,4,5,545,14
11117,4,2,425.68,4,4,5,445,13
11118,3,1,549.33,5,1,5,515,11
11119,5,1,14.19,4,1,1,411,6
11121,8,2,177.15,3,4,3,343,10
11126,8,1,43.35,3,1,1,311,5
11127,4,1,67.87,4,1,2,412,7
11128,2,1,114.42,5,1,2,512,8
11130,11,1,498.2,1,1,5,115,7
11132,9,1,1554.46,2,1,5,215,8
11134,4,2,357.02,4,4,4,444,12
11135,5,1,69.39,4,1,2,412,7
11136,8,1,540.35,3,1,5,315,9
11138,4,1,114.09,4,1,2,412,7
11139,5,2,928.42,4,4,5,445,13
11140,4,3,227.63,4,5,3,453,12
11142,3,1,169.29,5,1,3,513,9
11144,5,2,199.06,4,4,3,443,11
11147,7,2,610.76,3,4,5,345,12
11149,11,1,291.87,1,1,4,114,6
11153,5,1,149.83,4,1,3,413,8
11155,8,1,27.88,3,1,1,311,5
11159,7,1,492.67,3,1,5,315,9
11160,9,1,195.69,2,1,3,213,6
11163,8,2,377.08000000000004,3,4,4,344,11
11166,3,1,208.21,5,1,3,513,9
11167,5,1,13.05,4,1,1,411,6
11169,8,1,70.51,3,1,2,312,6
11173,6,2,298.25,3,4,4,344,11
11182,8,2,29.35,3,4,1,341,8
11183,10,1,74.95,1,1,2,112,4
11191,2,2,788.17,5,4,5,545,14
11192,8,1,269.35,3,1,4,314,8
11195,8,2,261.37,3,4,4,344,11
11196,10,1,495.51,1,1,5,115,7
11199,8,2,323.75,3,4,4,344,11
11206,4,1,164.24,4,1,3,413,8
11209,5,1,16.15,4,1,1,411,6
11210,10,1,115.76,1,1,2,112,4
11217,6,1,625.04,3,1,5,315,9
11218,10,1,402.56,1,1,4,114,6
11220,6,1,98.22,3,1,2,312,6
11225,5,1,793.93,4,1,5,415,10
11226,8,1,487.42,3,1,5,315,9
11227,8,1,66.13,3,1,2,312,6
11229,6,1,351.9,3,1,4,314,8
11231,3,1,147.85,5,1,3,513,9
11236,11,1,86.33,1,1,2,112,4
11240,8,1,92.97,3,1,2,312,6
11244,2,2,99.21000000000001,5,4,2,542,11
11247,8,1,248.45,3,1,4,314,8
11256,5,1,290.15,4,1,4,414,9
11257,6,1,295.38,3,1,4,314,8
11258,11,1,377.09,1,1,4,114,6
11259,3,1,250.49,5,1,4,514,10
11262,10,1,340.57,1,1,4,114,6
11264,3,1,302.73,5,1,4,514,10
11266,11,1,188.62,1,1,3,113,5
11269,6,1,67.76,3,1,2,312,6
11272,6,1,31.33,3,1,1,311,5
11274,8,1,265.28,3,1,4,314,8
11275,8,1,177.29,3,1,3,313,7
11277,9,2,94.96,2,4,2,242,8
11281,11,1,117.56,1,1,2,112,4
11283,8,1,107.28,3,1,2,312,6
11288,9,1,268.38,2,1,4,214,7
11289,8,1,23.67,3,1,1,311,5
11290,3,1,27.91,5,1,1,511,7
11291,3,2,716.23,5,4,5,545,14
11293,4,2,468.33,4,4,5,445,13
11294,5,1,17.14,4,1,1,411,6
11302,8,1,290.65,3,1,4,314,8
11305,3,1,210.86,5,1,3,513,9
11306,3,1,372.02,5,1,4,514,10
11307,4,1,46.21,4,1,1,411,6
11309,2,1,3.22,5,1,1,511,7
11310,2,1,246.64,5,1,4,514,10
11312,2,1,424.54,5,1,5,515,11
11320,3,1,85.89,5,1,2,512,8
11321,9,1,194.73,2,1,3,213,6
11325,3,1,617.16,5,1,5,515,11
11326,3,2,171.69,5,4,3,543,12
11329,6,2,508.06,3,4,5,345,12
11330,8,1,55.67,3,1,1,311,5
11333,2,1,23.92,5,1,1,511,7
11335,2,1,28.17,5,1,1,511,7
11339,8,1,674.16,3,1,5,315,9
11342,5,2,433.49,4,4,5,445,13
11347,8,1,141.96,3,1,3,313,7
11349,9,1,158.8,2,1,3,213,6
11355,2,1,201.73,5,1,3,513,9
11357,8,1,472.64,3,1,5,315,9
11358,8,2,186.34,3,4,3,343,10
11359,6,1,223.77,3,1,3,313,7
11364,4,1,256.64,4,1,4,414,9
11366,6,1,18.36,3,1,1,311,5
11367,7,1,245.93,3,1,4,314,8
11368,5,1,79.9,4,1,2,412,7
11369,2,1,81.5,5,1,2,512,8
11370,8,1,1061.1,3,1,5,315,9
11373,5,1,256.87,4,1,4,414,9
11376,11,1,45.03,1,1,1,111,3
11379,5,1,9.01,4,1,1,411,6
11382,7,1,111.3,3,1,2,312,6
11383,11,1,38.22,1,1,1,111,3
11385,2,1,140.35,5,1,3,513,9
11387,5,1,152.76,4,1,3,413,8
11388,6,1,280.42,3,1,4,314,8
11389,2,1,148.81,5,1,3,513,9
11391,5,1,665.95,4,1,5,415,10
11395,4,3,629.24,4,5,5,455,14
11397,4,1,618.82,4,1,5,415,10
11399,11,1,60.93,1,1,2,112,4
11400,4,2,211.74,4,4,3,443,11
11404,5,1,75.35,4,1,2,412,7
11406,10,1,141.89,1,1,3,113,5
11408,8,1,196.3,3,1,3,313,7
11413,8,1,15.9,3,1,1,311,5
11414,4,1,380.95,4,1,4,414,9
11417,8,1,690.2,3,1,5,315,9
11420,11,1,43.19,1,1,1,111,3
11421,8,1,162.04,3,1,3,313,7
11423,10,1,26.29,1,1,1,111,3
11426,8,3,461.48,3,5,5,355,13
11427,8,1,479.86,3,1,5,315,9
11431,3,1,227.79,5,1,3,513,9
11432,2,2,524.29,5,4,5,545,14
11433,2,2,240.79,5,4,4,544,13
11436,6,1,861.84,3,1,5,315,9
11438,5,1,254.99,4,1,4,414,9
11439,9,1,183.99,2,1,3,213,6
11441,8,1,493.65,3,1,5,315,9
11442,2,2,248.17,5,4,4,544,13
11444,8,1,32.37,3,1,1,311,5
11447,4,2,400.15,4,4,4,444,12
11448,8,1,440.1,3,1,5,315,9
11453,6,1,187.25,3,1,3,313,7
11454,8,1,228.51,3,1,3,313,7
11456,4,1,82.2,4,1,2,412,7
11457,10,1,312.19,1,1,4,114,6
11459,10,1,353.55,1,1,4,114,6
11460,8,1,538.15,3,1,5,315,9
11461,10,1,88.93,1,1,2,112,4
11463,8,1,57.15,3,1,2,312,6
11466,8,1,3.3,3,1,1,311,5
11467,8,1,246.97,3,1,4,314,8
11468,2,1,118.5,5,1,2,512,8
11469,5,1,218.51,4,1,3,413,8
11470,3,1,166.6,5,1,3,513,9
11473,7,1,34.05,3,1,1,311,5
11476,4,1,283.49,4,1,4,414,9
11484,9,1,370.26,2,1,4,214,7
11485,4,2,445.28,4,4,5,445,13
11491,3,2,253.22,5,4,4,544,13
11492,4,1,119.79,4,1,2,412,7
11497,4,2,187.68,4,4,3,443,11
11498,2,1,355.16,5,1,4,514,10
11499,8,1,12.42,3,1,1,311,5
11501,6,3,287.56,3,5,4,354,12
11502,2,1,45.23,5,1,1,511,7
11503,6,2,135.19,3,4,3,343,10
11505,4,1,10.76,4,1,1,411,6
11506,8,1,34.85,3,1,1,311,5
11507,4,2,296.95000000000005,4,4,4,444,12
11508,10,1,332.74,1,1,4,114,6
11509,8,1,37.37,3,1,1,311,5
11511,6,2,484.83,3,4,5,345,12
11513,9,1,165.79,2,1,3,213,6
11514,5,1,154.43,4,1,3,413,8
11519,5,2,258.26,4,4,4,444,12
11520,8,1,108.11,3,1,2,312,6
11522,5,1,183.96,4,1,3,413,8
11526,2,1,14.19,5,1,1,511,7
11528,3,1,153.68,5,1,3,513,9
11529,5,1,109.13,4,1,2,412,7
11530,3,2,179.2,5,4,3,543,12
11532,8,1,336.04,3,1,4,314,8
11537,8,1,144.95,3,1,3,313,7
11543,2,1,27.78,5,1,1,511,7
11544,3,3,335.32,5,5,4,554,14
11545,8,1,733.42,3,1,5,315,9
11548,8,1,8.78,3,1,1,311,5
11553,10,1,211.36,1,1,3,113,5
11555,8,3,486.76,3,5,5,355,13
11558,11,1,551.24,1,1,5,115,7
11564,10,1,59.61,1,1,2,112,4
11565,4,1,243.48,4,1,4,414,9
11571,9,1,201.61,2,1,3,213,6
11574,8,1,353.93,3,1,4,314,8
11577,10,1,53.35,1,1,1,111,3
11582,10,2,245.66,1,4,4,144,9
11583,4,1,91.71,4,1,2,412,7
11586,3,1,15.13,5,1,1,511,7
11588,6,1,1124.64,3,1,5,315,9
11591,8,1,249.4,3,1,4,314,8
11593,8,1,71.84,3,1,2,312,6
11596,2,2,237.64999999999998,5,4,4,544,13
11597,11,1,1214.05,1,1,5,115,7
11601,3,2,207.44,5,4,3,543,12
11602,4,2,247.25,4,4,4,444,12
11603,4,2,242.07,4,4,4,444,12
11604,9,1,89.33,2,1,2,212,5
11610,2,2,924.86,5,4,5,545,14
11611,9,1,30.74,2,1,1,211,4
11612,9,2,29.599999999999998,2,4,1,241,7
11614,8,1,576.14,3,1,5,315,9
11621,8,1,476.01,3,1,5,315,9
11623,8,1,607.39,3,1,5,315,9
11626,5,1,163.54,4,1,3,413,8
11627,10,1,132.97,1,1,3,113,5
11629,2,2,159.27,5,4,3,543,12
11630,3,3,355.02,5,5,4,554,14
11631,8,1,377.12,3,1,4,314,8
11632,6,2,260.03,3,4,4,344,11
11633,8,1,597.75,3,1,5,315,9
11634,5,1,112.12,4,1,2,412,7
11643,8,1,621.53,3,1,5,315,9
11644,8,1,84.9,3,1,2,312,6
